SAMPN,PERNO,SNAME_lookup,SZIP_lookup,SCITY_lookup,SNAME_similarity_resulst,ZipCode,CityName,similarity
2120881,3,st. isabella,94903,san rafael,saint isabella school,94903,san rafael,0.8181818181818182
2120881,4,st. isabella,94903,san rafael,saint isabella school,94903,san rafael,0.8181818181818182
2120897,3,marin montessori,94925,corte madera,marin montessori school,94925,corte madera,0.8947368421052632
2121651,4,steve and kate's camp,94941,mill valley,greenwood school,94941,mill valley,0.6666666666666666
2121960,2,novato high,94947,novato,novato high,94947,novato,0.9787234042553191
2122901,3,tamalpais hs,94941,mill valley,tamalpais high,94941,mill valley,0.9180327868852459
2122901,4,tamalpais hs,94941,mill valley,tamalpais high,94941,mill valley,0.9180327868852459
2203666,2,lycee francais la perouse,94116,san francisco,lycee francais de san francisco,94122,sausalito,0.7472527472527473
2203666,3,le lycee la perouse,94116,san francisco,ulloa elementary,94116,san francisco,0.6756756756756757
2204109,3,mckinley elementary,94114,san francisco,mckinley elementary,94114,san francisco,0.987012987012987
2225713,3,nesbit elementary,94002,belmont,nesbit elementary,94002,belmont,0.9836065573770492
2226478,3,hillsborough elementary,94010,hillsborough,green hills elementary,94030,millbrae,0.6666666666666666
2226478,4,hillsborough elementary,94010,hillsborough,green hills elementary,94030,millbrae,0.6666666666666666
2226928,3,el camino high,94080,south san francisco,el camino high,94080,south san francisco,0.9873417721518988
2227913,3,summit prep,94063,redwood city,summit preparatory charter high,94063,redwood city,0.7341772151898734
2229139,3,roy cloud elementary,94061,redwood city,roy cloud elementary,94061,redwood city,0.987012987012987
2229194,3,woodside elementary,94062,woodside,woodside elementary,94062,woodside,0.9850746268656716
2231832,3,highlands elementary,94402,highlands-baywood park,highlands elementary,94402,san mateo,0.7142857142857143
2231974,3,prints,94010,hillsborough,crocker middle,94010,hillsborough,0.7017543859649122
2232719,2,san mateo high,94401,san mateo,san mateo high,94401,san mateo,0.9830508474576272
2232719,3,san mateo high,94401,san mateo,san mateo high,94401,san mateo,0.9830508474576272
2238768,3,homestead high,95014,cupertino,homestead high,95014,cupertino,0.9830508474576272
2239342,3,ellis elementary,94086,sunnyvale,ellis elementary,94086,sunnyvale,0.9841269841269841
2239342,4,ellis elementary,94086,sunnyvale,ellis elementary,94086,sunnyvale,0.9841269841269841
2239385,3,braly,94086,sunnyvale,braly elementary,94086,sunnyvale,0.7692307692307693
2240620,2,monta vista high,95014,cupertino,monta vista high,95014,cupertino,0.9841269841269841
2240704,3,regnart,95014,cupertino,william regnart elementary,95014,cupertino,0.6875
2240800,3,gilroy high,95020,gilroy,gilroy high,95020,gilroy,0.9787234042553191
2240800,4,solorsano middle,95020,gilroy,solorsano middle,95020,gilroy,0.9824561403508771
2240994,3,los gatos high,95030,los gatos,los gatos high,95030,los gatos,0.9830508474576272
2241355,3,zanker elementary,95035,milpitas,pearl zanker elementary,95035,milpitas,0.8985507246376812
2241355,4,zanker elementary,95035,milpitas,pearl zanker elementary,95035,milpitas,0.8985507246376812
2242236,3,redwood middle,95070,saratoga,redwood middle,95070,saratoga,0.9824561403508771
2242236,4,redwood middle,95070,saratoga,redwood middle,95070,saratoga,0.9824561403508771
2243972,2,prefer not to answer.,95118,san jose,peter burnett middle,95112,san jose,0.6285714285714286
2245911,3,carolyn clark,95148,san jose,carolyn a. clark elementary,95148,san jose,0.782608695652174
2245911,4,carolyn clark,95148,san jose,carolyn a. clark elementary,95148,san jose,0.782608695652174
2255433,5,matt garcia center,94533,fairfield,matt garcia career and college academy,94533,fairfield,0.7126436781609196
2257216,3,vanden high,8302.,bridgeton,de anza high,94803,richmond,0.5660377358490566
2257216,4,golden west middle,94533,fairfield,golden west middle,94533,fairfield,0.9850746268656716
2258854,3,mary collins at cherry valley,94952,petaluma,mary collins charter school at cherry valley,94952,petaluma,0.8431372549019608
2258854,4,mary collins at cherry valley,94952,petaluma,mary collins charter school at cherry valley,94952,petaluma,0.8431372549019608
2260089,3,steele elementary,95403,santa rosa,steele lane elementary,95403,santa rosa,0.9166666666666666
2264181,4,piner high,95403,santa rosa,piner high,95403,santa rosa,0.9811320754716981
2264181,5,windsor high,95492,windsor,windsor high,95492,windsor,0.9803921568627451
2297505,3,foothill high,94588,pleasanton,foothill high,94588,pleasanton,0.9830508474576272
2297505,4,pleasanton middle,94566,pleasanton,pleasanton middle,94566,pleasanton,0.9850746268656716
2309561,3,los altos high,94022,los altos,los altos high,94022,los altos,0.9830508474576272
2310789,4,mountain view high,94040,mountain view,mountain view high,94040,mountain view,0.9866666666666667
2310789,5,mountain view high,94040,mountain view,mountain view high,94040,mountain view,0.9866666666666667
2312406,1,olli osher lifelong learning institute,94720,berkeley,school of the madeleine,94709,berkeley,0.5777777777777777
2313018,3,ingrid b lacey middle,94044,pacifica,ingrid b. lacy middle,94044,pacifica,0.9577464788732394
2316804,3,aragon high,94402,san mateo,aragon high,94402,san mateo,0.9811320754716981
2317960,3,nevada,94947,novato,sinaloa middle,94947,novato,0.6666666666666666
2317960,5,montgomery,94952,petaluma,grant elementary,94952,petaluma,0.7272727272727273
2317960,6,grant,94952,petaluma,grant elementary,94952,petaluma,0.76
2324255,3,montessori de terra linda,94903,san rafael,terra linda high,94903,san rafael,0.7297297297297297
2329526,2,monte vista,94596,walnut creek,morning tree school,94596,walnut creek,0.746268656716418
2329526,3,stone valley,94596,walnut creek,singing stones school,94596,walnut creek,0.7142857142857143
2331621,3,college park elementary,94401,san mateo,college park elementary,94401,san mateo,0.987012987012987
2331621,4,college park elementary,94401,san mateo,college park elementary,94401,san mateo,0.987012987012987
2334744,4,arroyo high,94580,san lorenzo,arroyo high,94580,san lorenzo,0.9824561403508771
2337959,3,silicon valley flex academy,95037,morgan hill,paradise valley engineering academy,95037,morgan hill,0.7216494845360825
2352441,3,los gatos high,95030,los gatos,los gatos high,95030,los gatos,0.9830508474576272
2352830,3,montessori de terra linda,94903,san rafael,terra linda high,94903,san rafael,0.7297297297297297
2357987,3,ralston middle,94002,belmont,ralston intermediate,94002,belmont,0.7868852459016393
2357987,4,cipriani elementary,94002,belmont,cipriani elementary,94002,belmont,0.9846153846153847
2363548,3,washington high,94536,fremont,washington high,94536,fremont,0.9824561403508771
2363548,4,washington high,94536,fremont,washington high,94536,fremont,0.9824561403508771
2363548,5,centerville junior high,94536,fremont,centerville junior high,94536,fremont,0.9863013698630136
2364520,3,hatch elementary,94019,half moon bay,alvin s. hatch elementary,94019,half moon bay,0.875
2364520,4,elementary,94019,half moon bay,el granada elementary,94019,half moon bay,0.8285714285714286
2368565,3,jordan middle,94303,palo alto,ravenswood middle,94303,east palo alto,0.7575757575757576
2371884,2,faith ringgold of arts & sciences,94541,hayward,faith ringgold school of arts and science,94541,hayward,0.8712871287128713
2371884,3,faith ringgold of arts & sciences,94541,hayward,faith ringgold school of arts and science,94541,hayward,0.8712871287128713
2372147,3,santa rita elementary,94022,los altos,santa rita elementary,94022,los altos,0.9863013698630136
2372147,4,santa rita elementary,94022,los altos,santa rita elementary,94022,los altos,0.9863013698630136
2381038,3,campolindo,94556,moraga,campolindo high,94556,moraga,0.88
2383547,3,branson high,94960,ross,the branson school,94957,ross,0.6666666666666666
2388754,3,contra costa christian,94597,walnut creek,contra costa christian schools,94597,walnut creek,0.898876404494382
2398459,3,gunn high,94306,palo alto,henry m. gunn high,94306,palo alto,0.8275862068965517
2398459,4,ohlone elementary,94303,palo alto,ohlone elementary,94303,palo alto,0.9846153846153847
2398459,5,ohlone elementary,94303,palo alto,ohlone elementary,94303,palo alto,0.9846153846153847
2400640,3,gunn high,94304,palo alto,henry m. gunn high,94306,palo alto,0.7931034482758621
2401113,3,college connection,95122,san jose,college connection academy,95122,san jose,0.8767123287671232
2401113,4,college connection,95122,san jose,college connection academy,95122,san jose,0.8767123287671232
2401113,5,ramwood elementary,95121,san jose,ramblewood elementary,95121,san jose,0.9411764705882353
2401887,4,newark memorial,94560,newark,newark memorial high,94560,newark,0.9
2404197,4,ymca child care,94523,pleasant hill,sequoia middle,94523,pleasant hill,0.7058823529411765
2408773,3,jchs,94115,san francisco,drew school,94115,san francisco,0.7777777777777778
2411906,3,rooftop elementary,94114,san francisco,rooftop elementary,94131,san francisco,0.96
2417842,3,cupertino high,95014,cupertino,cupertino high,95014,cupertino,0.9830508474576272
2417842,4,hyde middle,95014,cupertino,warren e. hyde middle,95014,cupertino,0.8253968253968254
2425211,3,alta vista elementary,95124,san jose,linda vista elementary,95127,san jose,0.8888888888888888
2425211,4,alta vista elementary,95124,san jose,linda vista elementary,95127,san jose,0.8888888888888888
2432397,3,the berkeley,94702,berkeley,the berkeley school,94702,berkeley,0.8666666666666667
2432740,3,montclair elementary,94611,oakland,montclair elementary,94611,oakland,0.9850746268656716
2434663,3,gunn high,94306,palo alto,henry m. gunn high,94306,palo alto,0.8275862068965517
2434663,4,ohlone,94303,palo alto,ohlone elementary,94303,palo alto,0.7777777777777778
2437677,3,fairmont elementary,94530,el cerrito,fairmont elementary,94530,el cerrito,0.9859154929577465
2438308,3,california high,94583,san ramon,california high,94583,san ramon,0.9836065573770492
2438308,4,pine valley middle,94583,san ramon,pine valley middle,94583,san ramon,0.9850746268656716
2443911,3,monticello academy,95051,santa clara,live oak academy,95050,santa clara,0.7536231884057971
2449290,3,fernando rivera middle,94015,daly city,fernando rivera intermediate,94015,daly city,0.8395061728395061
2449290,4,marjorie h tobias,94015,daly city,marjorie h. tobias elementary,94015,daly city,0.8311688311688312
2449297,3,white oaks elementary,94070,san carlos,white oaks elementary,94070,san carlos,0.9866666666666667
2449297,4,white oaks elementary,94070,san carlos,white oaks elementary,94070,san carlos,0.9866666666666667
2452183,3,alvin s  hatch elementary,94019,half moon bay,alvin s. hatch elementary,94019,half moon bay,0.9662921348314607
2454289,4,crystal springs uplands,94010,hillsborough,crystal springs uplands school,94010,hillsborough,0.9111111111111111
2454289,5,the nueva,94010,hillsborough,the nueva school,94010,hillsborough,0.8709677419354839
2465895,2,crocker highlands elementary,94610,oakland,crocker highlands elementary,94610,oakland,0.9879518072289156
2467195,3,abraham lincoln high,95126,san jose,abraham lincoln high,95126,san jose,0.9855072463768116
2467195,4,abraham lincoln high,95126,san jose,abraham lincoln high,95126,san jose,0.9855072463768116
2472535,3,pleasanton middle,94566,pleasanton,pleasanton middle,94566,pleasanton,0.9850746268656716
2475130,3,saint joseph's,94501,alameda,st. joseph elementary,94501,alameda,0.7096774193548387
2475130,4,nea,94501,alameda,maya lin,94501,alameda,0.7368421052631579
2475130,5,payden,94501,alameda,maya lin,94501,alameda,0.7804878048780488
2477252,3,ron nunn elementary,94513,brentwood,ron nunn elementary,94513,brentwood,0.9855072463768116
2477252,4,ron nunn elementary,94513,brentwood,ron nunn elementary,94513,brentwood,0.9855072463768116
2480661,3,walnut grove,94566,pleasanton,walnut grove elementary,94566,pleasanton,0.8235294117647058
2480848,3,sequoia high,94062,redwood city,sequoia high,94062,redwood city,0.9836065573770492
2480848,4,northstar academy,94062,redwood city,north star academy,94062,redwood city,0.9722222222222222
2481011,3,miller creek,94903,san rafael,miller creek middle,94903,san rafael,0.875
2481011,4,dixie elementary,94903,san rafael,dixie elementary,94903,san rafael,0.9846153846153847
2481396,4,south valley children's center,95124,san jose,valley christian elementary,95125,san jose,0.6744186046511628
2481396,5,south valley children's center,95124,san jose,valley christian elementary,95125,san jose,0.6744186046511628
2481805,5,bellarmine college prep,95126,san jose,bellarmine college preparatory,95126,san jose,0.9024390243902439
2482036,3,priory high,94028,portola valley,woodside priory,94028,portola valley,0.7761194029850746
2482036,4,phillips brooks,94025,menlo park,hillview middle,94025,menlo park,0.6984126984126984
2482588,3,orinda intermediate,94563,orinda,orinda intermediate,94563,orinda,0.9841269841269841
2482588,4,orinda intermediate,94563,orinda,orinda intermediate,94563,orinda,0.9841269841269841
2482887,4,drew high,94115,san francisco,gateway high,94115,san francisco,0.8666666666666667
2483117,3,carlmont high,94002,belmont,carlmont high,94002,belmont,0.9811320754716981
2483117,4,ralfton middle,94002,belmont,ralston intermediate,94002,belmont,0.7540983606557377
2483211,3,st eugene's cathedral elementary,95409,santa rosa,st. eugene cathedral school,95405,santa rosa,0.782608695652174
2483211,4,st eugen's cathedral elementary,95405,santa rosa,st. eugene cathedral school,95405,santa rosa,0.7912087912087912
2483437,3,henry gunn high,94304,palo alto,henry m. gunn high,94306,palo alto,0.90625
2483437,4,juana briones elementary,94304,palo alto,juana briones elementary,94306,palo alto,0.9620253164556962
2483552,4,will c wood high,95687,vacaville,will c. wood high,95687,vacaville,0.96875
2483552,5,vaca pena middle,95687,vacaville,vaca pena middle,95687,vacaville,0.9841269841269841
2483647,2,longfellow middle,94703,berkeley,longfellow arts and technology middle,94703,berkeley,0.7469879518072289
2483965,4,oceana high,94044,pacifica,oceana high,94044,pacifica,0.9803921568627451
2484178,4,john marsh elementary,94509,antioch,marsh elementary,94509,antioch,0.90625
2484707,8,adrian wilcox high,95051,santa clara,adrian wilcox high,95051,santa clara,0.9859154929577465
2484878,3,monte gardens elementary,94519,concord,monte gardens elementary,94519,concord,0.9866666666666667
2485351,4,heritage high,94513,brentwood,heritage high,94513,brentwood,0.9824561403508771
2485351,5,heritage high,94513,brentwood,heritage high,94513,brentwood,0.9824561403508771
2485351,6,william b bristow middle,94513,brentwood,william b. bristow middle,94513,brentwood,0.975
2485351,7,loma vista elementary,94513,brentwood,loma vista elementary,94513,brentwood,0.9863013698630136
2485632,3,jefferson elementary,94122,san francisco,jefferson elementary,94122,san francisco,0.9873417721518988
2485810,3,vintage parkway elementary,94561,oakley,vintage parkway elementary,94561,oakley,0.987012987012987
2485810,4,vintage parkway elementary,94561,oakley,vintage parkway elementary,94561,oakley,0.987012987012987
2486311,3,north star academy,94062,redwood city,north star academy,94062,redwood city,0.9863013698630136
2486990,3,mountain view high,94040,mountain view,mountain view high,94040,mountain view,0.9866666666666667
2486990,4,mountain view high,94040,mountain view,mountain view high,94040,mountain view,0.9866666666666667
2487605,3,elementary,94708,kensington,kensington elementary,94708,kensington,0.8125
2487841,3,saratoga high,95070,saratoga,saratoga high,95070,saratoga,0.9818181818181818
2488272,3,mhs,95035,milpitas,calaveras hills,95035,milpitas,0.6808510638297872
2489387,4,salesian high,94806,richmond,de anza high,94803,richmond,0.7777777777777778
2490004,3,christopher high,95020,gilroy,christopher high,95020,gilroy,0.9824561403508771
2490069,4,black diamond middle,94531,antioch,black diamond middle,94531,antioch,0.9850746268656716
2490249,3,st vincent de paul,94123,san francisco,saint vincent de paul,94123,san francisco,0.9487179487179487
2490249,4,st vincent de paul,94123,san francisco,saint vincent de paul,94123,san francisco,0.9487179487179487
2490338,3,sutter elementary,95051,santa clara,sutter elementary,95051,santa clara,0.9855072463768116
2490338,4,sutter elementary,95051,santa clara,sutter elementary,95051,santa clara,0.9855072463768116
2490338,5,sutter elementary,95051,santa clara,sutter elementary,95051,santa clara,0.9855072463768116
2491179,3,santa clara high,95051,santa clara,santa clara high,95051,santa clara,0.9850746268656716
2491179,4,santa clara high,95051,santa clara,santa clara high,95051,santa clara,0.9850746268656716
2491179,5,pomeroy elementary,95051,santa clara,pomeroy elementary,95051,santa clara,0.9859154929577465
2491179,6,pomeroy elementary,95051,santa clara,pomeroy elementary,95051,santa clara,0.9859154929577465
2491202,3,kennedy high,94804,richmond,john f. kennedy high,94804,richmond,0.8524590163934426
2491202,4,coronado elementary,94804,richmond,coronado elementary,94804,richmond,0.9850746268656716
2492330,3,moreau catholic high,94544,hayward,moreau catholic high school,94544,hayward,0.8918918918918919
2492330,4,moreau catholic high,94544,hayward,moreau catholic high school,94544,hayward,0.8918918918918919
2492629,3,pomery,95051,santa clara,pomeroy elementary,95051,santa clara,0.7796610169491526
2492629,4,pomery,95051,santa clara,pomeroy elementary,95051,santa clara,0.7796610169491526
2493000,3,union middle,95124,san jose,union middle,95124,san jose,0.9811320754716981
2493000,4,union middle,95124,san jose,union middle,95124,san jose,0.9811320754716981
2494273,5,roosevelt middle,94118,san francisco,roosevelt middle,94118,san francisco,0.9859154929577465
2494520,3,north west pret,95401,santa rosa,northwest prep charter,95401,santa rosa,0.8571428571428571
2494520,4,evergreen elementary,94928,rohnert park,evergreen elementary,94928,rohnert park,0.987012987012987
2494973,5,andrew hill high,95111,san jose,andrew p. hill high,95111,san jose,0.9375
2494973,6,silvandale,95111,san jose,sylvandale middle,95111,san jose,0.8214285714285714
2495619,3,redwood high,94939,larkspur,redwood high,94939,larkspur,0.9811320754716981
2495619,4,redwood high,94939,larkspur,redwood high,94939,larkspur,0.9811320754716981
2496741,3,vacaville high,95688,vacaville,vacaville high,95688,vacaville,0.9830508474576272
2496741,4,vacaville high,95688,vacaville,vacaville high,95688,vacaville,0.9830508474576272
2497454,2,antioch high,94509,antioch,antioch high,94509,antioch,0.9803921568627451
2497454,3,dozzer libby medical high,94531,antioch,dozier-libbey medical high,94531,antioch,0.9230769230769231
2497658,3,carlmont high,94002,belmont,carlmont high,94002,belmont,0.9811320754716981
2497658,4,carlmont high,94002,belmont,carlmont high,94002,belmont,0.9811320754716981
2497658,5,tierra linda middle,94070,san carlos,tierra linda middle,94070,san carlos,0.9859154929577465
2499368,3,maria carrillo,95409,santa rosa,maria carrillo high,95409,santa rosa,0.9090909090909091
2499376,4,vaca penna,95687,vacaville,vaca pena middle,95687,vacaville,0.8421052631578947
2499376,5,orchard,95688,vacaville,orchard elementary,95688,vacaville,0.7857142857142857
2501227,3,iron horse middle,94583,san ramon,iron horse middle,94583,san ramon,0.9846153846153847
2501227,4,montevideo elementary,94583,san ramon,montevideo elementary,94583,san ramon,0.9863013698630136
2503307,3,timber point,94505,discovery bay,timber point elementary,94505,discovery bay,0.8378378378378378
2503307,4,timber point,94505,discovery bay,timber point elementary,94505,discovery bay,0.8378378378378378
2504989,3,guadalupe elementary,95120,san jose,guadalupe elementary,95120,san jose,0.9855072463768116
2505607,4,bellarmine college prep,95126,san jose,bellarmine college preparatory,95126,san jose,0.9024390243902439
2506252,3,tierre landa middle,94070,san carlos,tierra linda middle,94070,san carlos,0.9295774647887324
2506252,4,arundel elementary,94070,san carlos,arundel elementary,94070,san carlos,0.9855072463768116
2506460,3,encinal elementary,94027,atherton,encinal elementary,94027,atherton,0.9846153846153847
2507776,3,branon high,95118,san jose,branham high,95118,san jose,0.8846153846153846
2507776,4,dartmouth middle,95118,san jose,dartmouth middle,95118,san jose,0.9836065573770492
2507797,3,christopher high,95020,gilroy,christopher high,95020,gilroy,0.9824561403508771
2507797,4,drownell middle,95020,gilroy,brownell middle,95020,gilroy,0.9454545454545454
2507797,5,luigi aprea elementary,95020,gilroy,luigi aprea elementary,95020,gilroy,0.9855072463768116
2507948,5,payton,95687,vacaville,country high,95688,vacaville,0.6530612244897959
2507948,6,payton,95687,vacaville,country high,95688,vacaville,0.6530612244897959
2507985,3,pittsburg high,94565,pittsburg,pittsburg senior high,94565,pittsburg,0.8787878787878788
2508516,3,bowman,94306,palo alto,bowman school,94306,palo alto,0.84
2508516,4,bowman,94306,palo alto,bowman school,94306,palo alto,0.84
2509038,3,international of the peninsula,94303,palo alto,international school of the peninsula,94303,palo alto,0.9183673469387755
2509038,4,international of the peninsula,94303,palo alto,international school of the peninsula,94303,palo alto,0.9183673469387755
2509182,4,st john's,94530,el cerrito,st. john the baptist,94530,el cerrito,0.7741935483870968
2509182,5,st john's,94530,el cerrito,st. john the baptist,94530,el cerrito,0.7741935483870968
2509381,3,cunha intermediate,94019,half moon bay,manuel f. cunha intermediate,94019,half moon bay,0.8705882352941177
2509459,3,jackson middle,95687,vacaville,vaca pena middle,95687,vacaville,0.819672131147541
2509459,4,markham elementary,95688,vacaville,edwin markham elementary,95688,vacaville,0.9041095890410958
2510096,3,pinole valley high,94564,pinole,pinole valley high,94564,pinole,0.9836065573770492
2510096,4,tara hills elementary,94806,san pablo,tara hills elementary,94806,san pablo,0.9863013698630136
2510121,2,archbishop mitty,95129,san jose,archbishop mitty high,95129,san jose,0.9090909090909091
2510121,3,almaden country,95120,san jose,almaden elementary,95118,san jose,0.7741935483870968
2510248,3,public safety academy,94533,fairfield,public safety academy,94533,fairfield,0.9863013698630136
2510248,4,k i jones elementary,94534,fairfield,k. i. jones elementary,94534,fairfield,0.958904109589041
2510248,5,ana kyle elementary,94533,fairfield,anna kyle elementary,94533,fairfield,0.9714285714285714
2510387,3,liberty high,94513,brentwood,liberty high,94513,brentwood,0.9818181818181818
2510564,6,piedmont hills high,95132,san jose,piedmont hills high,95132,san jose,0.9850746268656716
2510930,3,armijo high,94533,fairfield,armijo high,94533,fairfield,0.9811320754716981
2510930,4,tolenas elementary,94533,fairfield,tolenas elementary,94533,fairfield,0.9850746268656716
2514416,3,challenger,95112,san jose,challenger - harwood,95124,san jose,0.7796610169491526
2514646,3,el cerrito high,94530,el cerrito,el cerrito high,94530,el cerrito,0.9841269841269841
2514915,3,st john's elementary,94131,san francisco,sutro elementary,94118,san francisco,0.8533333333333334
2515896,3,roosevelt middle,94118,san francisco,roosevelt middle,94118,san francisco,0.9859154929577465
2515896,4,roosevelt middle,94118,san francisco,roosevelt middle,94118,san francisco,0.9859154929577465
2515992,4,krey elementary,94513,brentwood,garin elementary,94513,brentwood,0.8709677419354839
2518996,3,guadalupe elementary,95120,san jose,guadalupe elementary,95120,san jose,0.9855072463768116
2518996,4,guadalupe elementary,95120,san jose,guadalupe elementary,95120,san jose,0.9855072463768116
2519008,4,san rafael high,94901,san rafael,san rafael high,94901,san rafael,0.9841269841269841
2519008,5,sun valley,94901,san rafael,sun valley elementary,94901,san rafael,0.8125
2519615,3,herman middle,95123,san jose,sierramont middle,95132,san jose,0.8135593220338984
2519615,4,glider elementary,95123,san jose,gardner elementary,95125,san jose,0.875
2519615,5,glider elementary,95123,san jose,gardner elementary,95125,san jose,0.875
2519981,3,r f kennedy elementary,95122,san jose,robert f. kennedy elementary,95122,san jose,0.9113924050632911
2520332,2,san marin high,94945,novato,san marin high,94945,novato,0.9811320754716981
2520332,3,pleasant valley,94947,novato,pleasant valley elementary,94947,novato,0.8181818181818182
2520733,3,santa clara high,95051,santa clara,santa clara high,95051,santa clara,0.9850746268656716
2520733,4,buchser middle,95050,santa clara,buchser middle,95050,santa clara,0.9841269841269841
2521642,3,callison,95687,vacaville,jean callison elementary,95687,vacaville,0.7301587301587301
2521642,4,calison,95687,vacaville,jean callison elementary,95687,vacaville,0.7096774193548387
2522094,3,sacred heart prep,94027,atherton,"sacred heart schools, atherton",94027,atherton,0.7368421052631579
2522245,4,south san francisco high,94080,south san francisco,south san francisco high,94080,south san francisco,0.98989898989899
2522777,4,christopher high,95020,gilroy,christopher high,95020,gilroy,0.9824561403508771
2522777,5,antonio del buono elementary,95020,gilroy,antonio del buono elementary,95020,gilroy,0.9876543209876543
2522938,3,los altos high,94022,los altos,los altos high,94022,los altos,0.9830508474576272
2522938,4,crittenden middle,94043,mountain view,crittenden middle,94043,mountain view,0.9863013698630136
2524719,3,lincoln high,95126,san jose,abraham lincoln high,95126,san jose,0.8524590163934426
2524719,4,st christopher's,95125,san jose,st. christopher catholic school,95125,san jose,0.7631578947368421
2524719,5,booksin elementary,95125,san jose,booksin elementary,95125,san jose,0.9846153846153847
2524719,6,booksin elementary,95125,san jose,booksin elementary,95125,san jose,0.9846153846153847
2524719,7,booksin elementary,95125,san jose,booksin elementary,95125,san jose,0.9846153846153847
2525500,3,del phi academy,95008,campbell,delphi academy of campbell,95008,campbell,0.8285714285714286
2525500,4,del phi academy,95008,campbell,delphi academy of campbell,95008,campbell,0.8285714285714286
2525581,3,mira loma elementary,94127,san francisco,miraloma elementary,94127,san francisco,0.9743589743589743
2525581,4,mira loma elementary,94127,san francisco,miraloma elementary,94127,san francisco,0.9743589743589743
2525581,5,mira loma elementary,94127,san francisco,miraloma elementary,94127,san francisco,0.9743589743589743
2525758,4,crittenden middle,94043,mountain view,crittenden middle,94043,mountain view,0.9863013698630136
2526184,3,hercules middle high,94547,hercules,hercules middle,94547,hercules,0.90625
2526184,4,hercules middle high,94547,hercules,hercules middle,94547,hercules,0.90625
2526572,3,school of the arts,94131,san francisco,town school for boys,94115,san francisco,0.7272727272727273
2526698,4,oakland for the arts,94612,oakland,oakland school for the arts,94612,oakland,0.8918918918918919
2526698,5,los cerros middle,94526,danville,los cerros middle,94526,danville,0.9841269841269841
2526824,3,guerneville elementary,95446,guerneville,guerneville elementary,95446,guerneville,0.9873417721518988
2526824,4,guerneville elementary,95446,guerneville,guerneville elementary,95446,guerneville,0.9873417721518988
2527212,3,santa clara high,95051,santa clara,santa clara high,95051,santa clara,0.9850746268656716
2527212,4,sutter elementary,95051,santa clara,sutter elementary,95051,santa clara,0.9855072463768116
2527241,3,middle,95126,san jose,union middle,95124,san jose,0.8085106382978723
2527241,4,middle,95118,san jose,ocala middle,95148,san jose,0.8085106382978723
2527584,3,el molino high,95436,forestville,el molino high,95436,forestville,0.9841269841269841
2527584,4,forestville academy,95436,forestville,forestville academy,95436,forestville,0.9863013698630136
2528830,3,la entrada,94025,menlo park,la entrada middle,94025,menlo park,0.8666666666666667
2529015,3,downtown college prep,95126,san jose,downtown college preparatory,95110,san jose,0.8461538461538461
2529211,3,homestead high,95014,cupertino,homestead high,95014,cupertino,0.9830508474576272
2529211,4,homestead high,95014,cupertino,homestead high,95014,cupertino,0.9830508474576272
2529313,3,mountain view high,94040,mountain view,mountain view high,94040,mountain view,0.9866666666666667
2530266,4,prospect high,95070,saratoga,prospect high,95070,saratoga,0.9818181818181818
2530266,5,prospect high,95070,saratoga,prospect high,95070,saratoga,0.9818181818181818
2530706,3,almaden country,95120,san jose,almaden elementary,95118,san jose,0.7741935483870968
2530706,4,almaden country,95120,san jose,almaden elementary,95118,san jose,0.7741935483870968
2530761,3,aragon high,94402,san mateo,aragon high,94402,san mateo,0.9811320754716981
2530774,3,los gatos high,95030,los gatos,los gatos high,95030,los gatos,0.9830508474576272
2530774,4,discovery charter,95117,san jose,discovery charter,95117,san jose,0.9841269841269841
2530807,3,san carlos charter learning center,94070,san carlos,san carlos charter learning center,94070,san carlos,0.9900990099009901
2530807,4,san carlos charter learning center,94070,san carlos,san carlos charter learning center,94070,san carlos,0.9900990099009901
2530807,5,arundel elementary,94070,san carlos,arundel elementary,94070,san carlos,0.9855072463768116
2531208,3,altamira middle,95476,sonoma,altimira middle,95476,sonoma,0.9454545454545454
2531208,4,sassarini elementary,95476,sonoma,sassarini elementary,95476,sonoma,0.9846153846153847
2531890,4,orchard,95131,san jose,orchard elementary,95131,san jose,0.7777777777777778
2532105,3,summit high,95127,san jose,james lick high,95127,san jose,0.7636363636363637
2532105,4,merryhill,95035,milpitas,calaveras hills,95035,milpitas,0.7547169811320755
2532316,3,anderson high,95136,san jose,gunderson high,95136,san jose,0.9285714285714286
2532316,4,john meyer middle,95118,san jose,john muir middle,95118,san jose,0.9032258064516129
2532316,5,terrance elementary,95136,san jose,terrell elementary,95136,san jose,0.9090909090909091
2532543,3,lincoln elementary,95014,cupertino,abraham lincoln elementary,95014,cupertino,0.88
2532600,3,santa rita elementary,94022,los altos,santa rita elementary,94022,los altos,0.9863013698630136
2532802,3,ponderosa elementary,94086,sunnyvale,ponderosa elementary,94086,sunnyvale,0.9859154929577465
2532802,4,washington open elementary,95050,santa clara,washington open elementary,95050,santa clara,0.9885057471264368
2533456,3,saint helena high,94574,st helena,saint helena high,94574,st. helena,0.9696969696969697
2533456,4,robert louis stevenson middle,94574,st helena,robert louis stevenson intermediate,94574,st. helena,0.8541666666666666
2533456,5,st helena elementary,94574,st helena,saint helena elementary,94574,st. helena,0.9333333333333333
2533733,4,daniel lairon elementary,95111,san jose,franklin elementary,95111,san jose,0.8333333333333334
2533733,5,daniel lairon elementary,95111,san jose,franklin elementary,95111,san jose,0.8333333333333334
